Stop_Code_LBSL,Bus_Stop_Code,Naptan_Atco,Stop_Name,Location_Easting,Location_Northing,Heading,Stop_Area,Virtual_Bus_Stop,Latitude,Longitude
1013,74398,490006047D,CHAPTER ROAD,522062.0,184972.0,319.0,R702,0.0,-0.24094346293527266,51.550443618644614
1014,53531,490004989C,CHAPTER ROAD,522083.0,184966.0,139.0,R702,0.0,-0.2406428223904957,51.55038515686655
1017,77744,490013229P,ST JOHN STREET / GOSWELL ROAD,531453.0,183089.0,349.0,C102,0.0,-0.1062802814537378,51.53141443293523
1023,55186,490013149K,TALLY HO CORNER,526317.0,192117.0,14.0,TU08,0.0,-0.17704023241944122,51.61371861902565
10240,56141,490000127KA,KILBURN PARK STATION <>,525408.0,183391.0,23.0,RC09,0.0,-0.19327379396640382,51.53550224627131
10241,72081,490000127KB,KILBURN PARK STATION <>,525381.0,183300.0,201.0,RC09,0.0,-0.19369524426053303,51.53469042637818
10242,50012,490013254J,FAIRLAWN AVENUE,527295.0,189380.0,186.0,TW02,0.0,-0.16391547920986815,51.588901980995004
10243,59162,490010117W,MULGRAVE ROAD,524679.0,177667.0,255.0,6D02,0.0,-0.2058009601563055,51.48422179359118
10244,50268,490007053E,FULHAM POOLS,524535.0,177622.0,66.0,6G06,0.0,-0.207889569666814,51.4838490705151
10258,47901,490010101S,THIRLMERE GARDENS,507962.0,191958.0,118.0,PN05,0.0,-0.44207006952529804,51.61610517599904
1026,72076,490003351Q,QUEEN'S GROVE,526571.0,183570.0,11.0,0Q04,0.0,-0.17645058178637577,51.536851591068576
10260,71039,490007622M,GLYN ROAD,536020.0,185145.0,252.0,DD16,0.0,-0.03968635031622096,51.54880920084646
10261,55897,490007622L,GLYN ROAD,535998.0,185150.0,73.0,DD16,0.0,-0.04000150783254593,51.54885942943148
1027,73838,490011336S,QUEEN'S GROVE,526591.0,183569.0,163.0,0Q05,0.0,-0.1761627315168245,51.53683812385171
10281,53798,490001197A,MORDEN SOUTH STATION #,525286.0,167949.0,5.0,LC09,0.0,-0.2004997341666974,51.39675105510662
10282,56317,490001197B,MORDEN SOUTH STATION #,525298.0,167852.0,202.0,LC09,0.0,-0.2003615472197292,51.39587665054982
10283,72299,490004960N,CHALGROVE AVENUE,525191.0,167781.0,58.0,LE14,0.0,-0.20192376517846267,51.39526215781489
10284,55063,490004647E,BUSHEY ROAD / GRAND DRIVE,523151.0,169059.0,80.0,LG01,0.0,-0.23078793107984677,51.40719400336207
10287,48147,490004647N,BUSHEY ROAD,523244.0,168951.0,357.0,LG06,0.0,-0.22948900077485704,51.40620319059443
10288,57612,490004647S,BUSHEY ROAD,523258.0,168879.0,176.0,LG06,0.0,-0.2293128183994068,51.40555306459158
10289,72760,490009036S,LEA BRIDGE ROAD,536921.0,187624.0,150.0,YJ06,0.0,-0.025735659566333408,51.57086786419833
1029,72571,490013205W,THAMES AVENUE,550121.0,183083.0,287.0,WK06,0.0,0.16265393334065592,51.52671021514707
10290,58626,490009668N,LEA BRIDGE ROAD,536889.0,187654.0,325.0,YJ06,0.0,-0.026185421180387573,51.57114520767535
10297,56388,490004188S,ST SAVIOUR'S CHURCH,536738.0,187903.0,153.0,YA04,0.0,-0.028266028933003645,51.573419335454545
1030,72331,490001014B,BARNES STATION #,522211.0,175652.0,217.0,M401,0.0,-0.24202254564527215,51.46665062320566
10300,59406,490011346N,QUEEN'S ROAD,536609.0,188269.0,356.0,YA03,0.0,-0.02998410560378648,51.576739466921175
10302,71309,490009667N,MARKHOUSE AVENUE,536556.0,188541.0,347.0,YA02,0.0,-0.0306428034198054,51.57919649662213
10303,56071,490009667S,MARKHOUSE AVENUE,536578.0,188491.0,167.0,YA02,0.0,-0.03034493247190026,51.57874186988609
10308,54143,490007974N,HAZELWOOD ROAD,536257.0,188881.0,318.0,YH12,0.0,-0.034823375736461396,51.58232404561672
10309,74646,490014166R,WALTHAMSTOW MARKET,536302.0,188834.0,156.0,YH12,0.0,-0.03419253856759384,51.58189083040178
1031,55951,490001014A,BARNES STATION #,522267.0,175737.0,38.0,M401,0.0,-0.24118739574414305,51.467402457422345
10313,58587,490009306S,LONGFIELD AVENUE,536071.0,189098.0,167.0,YH11,0.0,-0.037422160360116245,51.58431891653282
10316,50920,490000024A,BLACKHORSE ROAD STATION <> #,535854.0,189345.0,348.0,YH10,0.0,-0.040456746908612826,51.58659078130917
10317,73411,490000024B,BLACKHORSE ROAD STATION <> #,535861.0,189367.0,166.0,YH10,0.0,-0.040347264487801585,51.58678678868447
10318,54906,490004103N,BLENHEIM ROAD,535857.0,189755.0,351.0,YG03,0.0,-0.04025492270998845,51.59027434515209
10319,48960,490006928S,FOREST ROAD,535864.0,189465.0,205.0,YH09,0.0,-0.040266092693386706,51.58766670051443
10320,55452,490006928N,FOREST ROAD,535867.0,189518.0,20.0,YH09,0.0,-0.0402023202121004,51.58814223925517
10321,77849,490004103S,BLENHEIM ROAD,535904.0,189660.0,165.0,YG04,0.0,-0.039613642303967696,51.589409345213525
10324,55434,490012034N,WALTHAM FOREST COLLEGE / UPLANDS HOUSE,535857.0,190128.0,9.0,YG02,0.0,-0.04011065250531537,51.59362614488883
10325,52834,490011183S,PRIESTLEY WAY,535886.0,189904.0,190.0,YG03,0.0,-0.03977892217376181,51.591606280838775
10327,77138,490012034S,WALTHAM FOREST COLLEGE / UPLANDS HOUSE,535873.0,190136.0,183.0,YG02,0.0,-0.039876720785645664,51.59369417818762
10328,49402,490005353N,CLARENCE ROAD,535784.0,190307.0,347.0,YG01,0.0,-0.041094638990572696,51.595252232829296
10330,75429,490009019E,LAWRENCE AVENUE,535912.0,190708.0,89.0,Y510,0.0,-0.039092670708554676,51.59882479790536
10331,76183,490014940S,WORCESTER ROAD,535770.0,190461.0,165.0,Y511,0.0,-0.04123708832722414,51.59663945700312
10333,53754,490009019W,LAWRENCE AVENUE,535957.0,190696.0,268.0,Y510,0.0,-0.03844801530693342,51.59870611532422
10334,56904,490008134E,HIGHAM HILL ROAD,536098.0,190735.0,79.0,Y509,0.0,-0.036398425659251464,51.59902255023473
10337,56118,490008134W,HIGHAM HILL ROAD,536108.0,190722.0,259.0,Y509,0.0,-0.03625917540543653,51.59890331774652
10338,48643,490007597E,GUILDSWAY,536614.0,190824.0,87.0,Y507,0.0,-0.028918469337804068,51.59969750169904
10340,74874,490010345E,NORTH COUNTESS ROAD,536822.0,190825.0,88.0,Y506,0.0,-0.025916825495043486,51.59965604524963
10341,76593,490007597W,GUILDSWAY,536583.0,190813.0,266.0,Y507,0.0,-0.02937005165538011,51.59960616712304
10342,75441,490009759E,WALTHAMSTOW ACADEMY,537012.0,190868.0,67.0,Y505,0.0,-0.023158521613132876,51.599996297039105
10343,75778,490010345W,NORTH COUNTESS ROAD,536782.0,190809.0,265.0,Y506,0.0,-0.026500222630653325,51.599521976110424
10345,57148,490009759W,WALTHAMSTOW ACADEMY,537028.0,190857.0,246.0,Y505,0.0,-0.022931948176329802,51.599893562751134
10347,49767,490004905W,CECIL ROAD,537174.0,190909.0,259.0,Y504,0.0,-0.02080497888472226,51.600325325496165
10351,74998,3700077,KAYWOOD CLOSE,499482.0,179165.0,131.0,6Z14,0.0,-0.5681217842194654,51.50267541779406
10352,74860,490007596K,BANK STATION <> / POULTRY,532532.0,181150.0,102.0,1401,0.0,-0.09146263878127235,51.51373772863775
10359,55458,490006616E,ERITH FIRE STATION,549767.0,178438.0,63.0,E513,0.0,0.15558395116832666,51.48506842835184
10360,56127,490006616W,ERITH FIRE STATION,549808.0,178442.0,246.0,E513,0.0,0.15617568781212304,51.48509351924438
10362,56616,490003959S,BEULAH SPA,532748.0,170084.0,152.0,HR06,0.0,-0.09250309360723738,51.41424221199098
10363,58665,490003959N,BEULAH SPA,532719.0,170115.0,332.0,HR06,0.0,-0.09290826489826068,51.41452757978416
10364,53488,490003497E,AVENUE ROAD,527416.0,183348.0,48.0,8G04,0.0,-0.1643540615846098,51.53466661131451
10365,73092,490003497W,AVENUE ROAD,527511.0,183406.0,235.0,8G04,0.0,-0.16296415655647487,51.53516641630705
1037,53342,490012521E,STAMFORD BROOK BUS GARAGE,521636.0,178587.0,77.0,NG02,0.0,-0.24928641063710735,51.49315209749196
1038,71601,490012521PP,STAMFORD BROOK BUS GARAGE,521620.0,178568.0,257.0,NG02,0.0,-0.24952330781408308,51.49298477786187
1039,51237,490005210SS,CHISWICK POLICE STATION,520910.0,178487.0,265.0,NG04,0.0,-0.25977309748803223,51.492408936129806
104,59457,490001108W,FENCHURCH STREET STATION #,533329.0,180989.0,243.0,1007,0.0,-0.08004475313978066,51.51210357008501
1040,76767,490005423FF,CLIFTON GARDENS,520773.0,178494.0,90.0,NG05,0.0,-0.2617431107340084,51.492501099180394
1041,77336,490012434HH,ST ANN'S ROAD,531763.0,188697.0,351.0,9A13,0.0,-0.09971436775941549,51.58173815921356
1042,52990,490012434HK,ST ANN'S ROAD,531756.0,188835.0,172.0,9A13,0.0,-0.09976360073198762,51.58297991574345
1043,58527,490013739M,TOTTENHAM TOWN HALL,533739.0,189444.0,13.0,9D01,0.0,-0.07092854265663522,51.587985886372344
10439,55159,490007093W1,WOOLWICH ROAD / GALLIONS ROAD,540897.0,178446.0,261.0,GP05,0.0,0.02792829396035814,51.48741777093868
1045,52812,490011849RB,SADLER'S WELLS THEATRE,531476.0,182834.0,211.0,C110,0.0,-0.10604400139515509,51.5291175249004
10458,52726,490008264S,ST MARY OF ETON CHURCH,536695.0,184772.0,176.0,DE01,0.0,-0.03010232598757702,51.54529442816472
10459,76775,490008264N,ST MARY OF ETON CHURCH,536683.0,184824.0,355.0,DE01,0.0,-0.030255088155438283,51.545764608029515
1046,54519,490011849RA,SADLER'S WELLS THEATRE,531467.0,182843.0,31.0,C110,0.0,-0.10617031223226625,51.52920049696646
10460,72310,490008109T,HESA ROAD,510501.0,180922.0,25.0,P102,0.0,-0.40887986195659715,51.516422724969665
10462,77778,490013979Q,THE GRAPES,510673.0,181129.0,208.0,P103,0.0,-0.40633713830389523,51.518249597268266
10464,71195,490006951N,FORTUNE GREEN,525100.0,185526.0,356.0,8B13,0.0,-0.19695383071587344,51.55475763536349
10465,71434,490014468S,WEST HAMPSTEAD POLICE STATION,525220.0,185397.0,129.0,8B12,0.0,-0.19526976222085765,51.553571725951464
10468,73028,490015102C,LEA BRIDGE ROAD / BAKERS ARMS,537878.0,188264.0,32.0,YD02,0.0,-0.01168488152487592,51.57638586048696
10469,77513,490015102D,LEA BRIDGE ROAD / BAKERS ARMS,537837.0,188189.0,220.0,YD02,0.0,-0.012305571843264423,51.57572193317758
1047,55837,490013485S1,THE OLD VIC,531368.0,179740.0,143.0,4304,0.0,-0.10875204084555762,51.501338297287404
1048,50694,490013485N,THE OLD VIC,531345.0,179734.0,323.0,4304,0.0,-0.10908544338815954,51.501289718094036
1049,58644,490000094B,GUNNERSBURY STATION <> #,519799.0,178464.0,81.0,NF07,0.0,-0.2757761983513523,51.492438486505016
1051,73188,490003269N,ALPHA CLOSE,527451.0,182506.0,313.0,0T05,0.0,-0.1641541569047366,51.5270918357747
1052,49244,490011716S,LONDON BUSINESS SCHOOL,527604.0,182407.0,126.0,0T04,0.0,-0.16198567130103622,51.526167624026925
1054,54965,490006008W,DEAN STREET / CHINATOWN,529797.0,180925.0,237.0,0C06,0.0,-0.13093692892361464,51.51235010609007
1057,71271,490015239K,HOLBORN STATION <>,530646.0,181539.0,251.0,8016,0.0,-0.11848202228688448,51.51767237842279
10580,48232,490010001S,MONTPELIER ROAD,517584.0,181651.0,153.0,QS08,0.0,-0.30660494455802073,51.52154625117902
1059,49218,490010149J,HOLLAND ROAD / NAPIER PLACE,524584.0,179096.0,315.0,7901,0.0,-0.20666453107306132,51.497085233989644
106,76770,490012357W2,VESTRY ROAD,533283.0,176714.0,269.0,3P06,0.0,-0.08232014984266862,51.47369742229287
1061,47857,490010305E,NORLAND SQUARE,524330.0,180094.0,69.0,7706,0.0,-0.20997027049927572,51.50611019695182
1062,51009,490000113G,HOLLAND PARK STATION <>,524595.0,180195.0,244.0,7801,0.0,-0.20611835143988982,51.50695958159257
1063,74899,490006437HE,EDITH GROVE,526132.0,177655.0,43.0,7F15,0.0,-0.18489078512427765,51.483792081334684
1064,53729,490007055HK,FULHAM ROAD / CHELSEA & WESTMINSTER HOSP,526146.0,177729.0,140.0,7F03,0.0,-0.18466286164299303,51.48445399786632
1065,74282,490006437HB,EDITH GROVE,526212.0,177722.0,228.0,7F15,0.0,-0.1837153562064321,51.48437637833823
1067,74955,490003726E,FULHAM ROAD / BEAUFORT STREET,526562.0,178085.0,42.0,7F17,0.0,-0.17854747787169023,51.487560497231684
1069,48108,490006514N,OLD CHURCH STREET,526724.0,178261.0,41.0,7C03,0.0,-0.17615238179966505,51.48910595063221
10690,52589,490015411N,SPUR ROAD / ORPINGTON WAR MEMORIAL,546166.0,165873.0,273.0,F707,0.0,0.09857947550775258,51.37310668112445
10694,73356,490011165S,PRATTS BOTTOM / SEVENOAKS ROAD,547131.0,162667.0,186.0,F421,0.0,0.11110851198884424,51.34404992909484
107,49574,490000119M,HYDE PARK CORNER STATION <>,528274.0,179818.0,250.0,0J05,0.0,-0.15327426549229606,51.5027492428276
1070,74835,490006514S,OLD CHURCH STREET,526702.0,178215.0,221.0,7C03,0.0,-0.17648557508753057,51.48869747730694
10705,52614,490015411L,SEVENOAKS ROAD / ORPINGTON WAR MEMORIAL,546076.0,165793.0,11.0,F706,0.0,0.09725452235636453,51.37241097113129
1071,49984,490010603N,ONSLOW SQUARE,526985.0,178620.0,322.0,7C05,0.0,-0.17226615793356845,51.49227375220786
10715,75702,490014077E,VILLAGE GREEN ROAD,552042.0,175069.0,74.0,EE11,0.0,0.1868753647086469,51.45419161951495
10716,57226,490013537W,THE RISE,551968.0,175037.0,253.0,EE12,0.0,0.18579741639603442,51.453923950283674
10717,49819,490012543E,STANHAM PLACE,552394.0,175129.0,84.0,EE10,0.0,0.1919633751434801,51.45463616103516
10719,75082,490013433S,THE JOLLY FARMERS OPEN SPACE,552522.0,175146.0,244.0,EE09,0.0,0.19381150782292278,51.45475446636393
1072,52470,490010603S,ONSLOW SQUARE,526989.0,178635.0,142.0,7C05,0.0,-0.17220318064647547,51.49240765814069
10720,51040,490013433N,MILL PLACE,552615.0,175256.0,27.0,EE09,0.0,0.19519639386408746,51.45571776847991
10721,49603,490010950W,PERRY STREET,551584.0,176098.0,269.0,EE19,0.0,0.18072943474832182,51.46355989845171
10722,55185,490010950E,PERRY STREET,551617.0,176107.0,89.0,EE19,0.0,0.18120797108924913,51.463631931892714
10723,52503,490006670W,EVERSLEY CROSS,551316.0,176093.0,269.0,ED11,0.0,0.17687231117554175,51.46358662514055
10724,56047,490006670E,EVERSLEY CROSS,551278.0,176101.0,89.0,ED11,0.0,0.1763291282770071,51.463668654687865
10725,77759,490009597W,NORTHALL ROAD / MANOR WAY,550463.0,176129.0,274.0,ED08,0.0,0.16461774046079863,51.46413730114252
10726,77451,490009597E,PARKSIDE AVENUE / MANOR WAY,550723.0,176098.0,90.0,ED09,0.0,0.1683445185346958,51.46378964308985
10729,75645,490010356W,BRIDGE ROAD / NORTHEND ROAD,551712.0,176489.0,250.0,E105,0.0,0.18273827696133663,51.46703876248129
1073,76752,490010928E,PENTON STREET,531073.0,183104.0,81.0,C007,0.0,-0.11174982884491018,51.531637491614546
1074,49357,490010928W,PENTON STREET / CHAPEL MARKET,531164.0,183107.0,258.0,C007,0.0,-0.11043755767176261,51.531643338208575
1075,56776,490007598N,GUILFORD STREET,530828.0,182245.0,323.0,8801,0.0,-0.11559862843926921,51.5239748119032
1076,54383,490007598S,GUILFORD STREET,530787.0,182322.0,143.0,8801,0.0,-0.11616071261713996,51.52467626451586
1077,71366,490000123B,KENTISH TOWN STATION <> #,528990.0,185246.0,335.0,8K08,0.0,-0.14097842807721908,51.551366202038054
1078,75430,490000123A,KENTISH TOWN STATION <> #,529012.0,185118.0,185.0,8K08,0.0,-0.1407082039014925,51.55021088584258
10794,73705,490015290S,COOMBE ROAD,532621.0,164939.0,171.0,HC28,0.0,-0.09624845785852033,51.36803554065838
10795,56718,490015290N,COOMBE ROAD,532608.0,164915.0,354.0,HC28,0.0,-0.09644404037170713,51.36782289268514
10797,49354,490005575N,BIRDHURST GARDENS,533054.0,164687.0,31.0,HE09,0.0,-0.09012622000165596,51.36566971225243
10798,72199,490004026B,BIRDHURST ROAD / SOUTH CROYDON STATION #,533039.0,164261.0,114.0,HE11,0.0,-0.0905008018587668,51.36184489858888
10799,55814,490001258A,BIRDHURST ROAD / SOUTH CROYDON STATION #,532948.0,164290.0,290.0,HE11,0.0,-0.09179625657522607,51.36212679858791
1080,47253,490015396NK,NEWINGTON GREEN,532820.0,185381.0,14.0,CA02,0.0,-0.08572031666174022,51.551691598186956
10804,54305,490004802S2,CARLTON ROAD,532947.0,163532.0,176.0,HE26,0.0,-0.09209367967412635,51.35531511958648
10806,51493,490004802N,TWIN BRIDGES BUSINESS PARK,532935.0,163608.0,303.0,HE25,0.0,-0.09223753887973862,51.356000913882596
10807,74493,490004802S1,CARLTON ROAD,533012.0,163573.0,119.0,HE25,0.0,-0.09114543484722623,51.35566837479962
10808,77760,490005794E,CROHAM ROAD,532663.0,164229.0,344.0,HD10,0.0,-0.0959101429408034,51.36164518104726
1081,77826,490010224S3,ALBION ROAD,532793.0,185469.0,126.0,CA02,0.0,-0.08607631367267962,51.552488747685665
10811,59436,4.90E+24,ELECTRIC HOUSE,532519.0,165679.0,333.0,HC12,0.0,-0.0974371928944888,51.37470948864531
10813,48143,4.90E+23,WHITGIFT CENTRE,532444.0,165831.0,335.0,HC11,0.0,-0.09845750625567565,51.37609295105594
10814,75479,4.90E+19,WHITGIFT CENTRE,532432.0,165928.0,155.0,HC11,0.0,-0.09859369765970279,51.37696745756546
10816,76006,490011275C,PURLEY WAY / WADDON STATION #,530973.0,164850.0,263.0,H901,0.0,-0.1199414398660534,51.367617818538356
10817,52173,490011275D,PURLEY WAY / WADDON STATION #,530956.0,164861.0,83.0,H901,0.0,-0.12018145776842608,51.36772059023694
1082,49943,490019676NB,GREEN LANES,532855.0,185470.0,193.0,CA11,0.0,-0.08518222681675618,51.55248315133929
10820,53062,490013603C,PURLEY OAKS STATION #,532396.0,162905.0,207.0,H403,0.0,-0.1002351754412846,51.34980897509127
10821,72161,490013603N,PURLEY OAKS STATION #,532321.0,162781.0,27.0,H403,0.0,-0.10135757265056486,51.3487120695504
10824,75325,490011259G,PURLEY / DOWNLANDS PRECINCT,531352.0,161707.0,227.0,H511,0.0,-0.11565949277133825,51.339284791094784
10825,56739,490005236N,CHRISTCHURCH ROAD / PURLEY HOSPITAL,531508.0,161865.0,48.0,H513,0.0,-0.1133629130757969,51.340668678439876
10828,49076,490005574V,COOMBE ROAD,532426.0,164846.0,358.0,HC20,0.0,-0.09908264382629788,51.367245237879814
10829,50432,490005574S,COOMBE ROAD,532415.0,164953.0,164.0,HC21,0.0,-0.0992007470707228,51.36820937898078
1083,58305,490009224Z,LIVERPOOL ROAD,531119.0,185283.0,137.0,C702,0.0,-0.11027602441959557,51.55120842197465
10833,71688,490010864N,PASTEUR GARDENS,532570.0,192128.0,346.0,U502,0.0,-0.08677892571133898,51.61238109236919
10834,57879,490010864S,PASTEUR GARDENS,532599.0,192130.0,167.0,U502,0.0,-0.08635959424464253,51.612392241734135
10835,48321,490006564N,EMPIRE PARADE,532644.0,191812.0,353.0,U501,0.0,-0.08583029901828416,51.60952401689441
10836,49187,490006564S,EMPIRE PARADE,532674.0,191766.0,177.0,U501,0.0,-0.08541470961759448,51.60910358668793
10839,76029,490010323H,CHURCH HILL ROAD,523483.0,164970.0,285.0,JC08,0.0,-0.2274377471434133,51.370372705759394
1084,49908,490009224Y,LIVERPOOL ROAD,531145.0,185230.0,319.0,C702,0.0,-0.10992098954706112,51.5507261009333
10840,49495,490010323J,CHURCH HILL ROAD,523534.0,164918.0,142.0,JC08,0.0,-0.2267235158510097,51.36989428171896
10852,47321,490010753W,PARK AVENUE,530550.0,190781.0,297.0,9712,0.0,-0.11643634673400687,51.600747962508194
10856,75436,490003236W,ALLIANCE ROAD,519612.0,182238.0,276.0,Q403,0.0,-0.2771895194506685,51.526396428138824
10860,76955,490012359S,SOUTHWOOD AVENUE,528783.0,187935.0,147.0,9109,0.0,-0.1429780347059592,51.575578524689085
10864,48609,490007797N,HARINGEY CIVIC CENTRE,530894.0,190703.0,346.0,9705,0.0,-0.11150144884626052,51.59996725543283
10866,47410,490007797S,HARINGEY CIVIC CENTRE,530910.0,190702.0,166.0,9705,0.0,-0.11127094310535361,51.599954553942595
10868,74928,490004746S,CANNING CRESCENT,530852.0,190905.0,162.0,9706,0.0,-0.11203221628866256,51.60179226289441
1087,71108,490000052SB,CLAPHAM SOUTH STATION <>,528750.0,174295.0,85.0,5912,0.0,-0.14843121625738545,51.453007047692815
10871,50921,490003925S,BERKSHIRE GARDENS,530955.0,191645.0,193.0,U601,0.0,-0.11026978008532587,51.60841828760147
10872,57424,490003875N,BERKSHIRE GARDENS,530958.0,191728.0,9.0,U601,0.0,-0.11019550748549756,51.60916346187362
10875,48450,490010333W,TOTTENHALL ROAD,531004.0,191963.0,182.0,U602,0.0,-0.10944386013346526,51.61126457412282
10878,71522,490004486J,BROOMFIELD LANE,530970.0,192377.0,2.0,U604,0.0,-0.1097800445275192,51.61499284376563
10879,51198,490004486K,BROOMFIELD LANE,530985.0,192396.0,182.0,U604,0.0,-0.10955642992041302,51.6151600983977
1088,72201,490000052SA,CLAPHAM SOUTH STATION <>,528741.0,174281.0,265.0,5912,0.0,-0.14856576101751953,51.45288327650415
10880,53256,490010736G,PALMERS GREEN / THE TRIANGLE,530996.0,192606.0,6.0,U605,0.0,-0.10931922208526444,51.617044682256925
10881,47221,490009248C,LODGE DRIVE,531110.0,192821.0,26.0,U606,0.0,-0.10759322594380408,51.61895023618186
10883,75172,490006974A,FOX LANE,531172.0,192966.0,19.0,U607,0.0,-0.10664396543830548,51.62023882741832
10885,71425,490006974Z,FOX LANE,531220.0,193067.0,199.0,U607,0.0,-0.105913229450971,51.62113527158265
10888,55929,490011855N,ST MONICA'S CHURCH,531418.0,193381.0,62.0,U701,0.0,-0.10293710327731868,51.623910828063856
10889,54829,490004196S,BOURNE HILL,531317.0,193285.0,212.0,U608,0.0,-0.10443124052715035,51.62307169347513
1089,77905,490010776W,PARK HILL,529734.0,175050.0,329.0,4J08,0.0,-0.13400093269022204,51.45956765218392
10890,77107,490009764N,MEADOWCROFT ROAD,531553.0,193486.0,43.0,U702,0.0,-0.10094865250419918,51.62482288013054
10893,73261,490009764S,MEADOWCROFT ROAD,531591.0,193506.0,226.0,U702,0.0,-0.10039251278033434,51.6249937303161
109,54653,490000119P,HYDE PARK CORNER STATION <>,528237.0,179804.0,252.0,0J05,0.0,-0.15381213313765346,51.502631815999784
10900,58337,490012612C,STATION ROAD,531839.0,194173.0,32.0,U705,0.0,-0.0965610832581106,51.63092960068144
10901,77062,490000027B,BOSTON MANOR STATION <>,516433.0,178756.0,119.0,N909,0.0,-0.32414206784212046,51.49576535560787
10905,73276,490007438S2,GREEN DRAGON LANE,532191.0,194766.0,29.0,UR01,0.0,-0.09125464576565409,51.63617593844547
10906,77534,490007438S1,GREEN DRAGON LANE,532153.0,194688.0,222.0,UR01,0.0,-0.09183283336479166,51.63548393027074
10910,54424,490012220W,SOLNA ROAD,532507.0,194733.0,277.0,UR02,0.0,-0.08670370667391485,51.63580511276006
10911,47899,490012220N,SOLNA ROAD,532550.0,194744.0,92.0,UR02,0.0,-0.08607857902778455,51.635893840041746
10913,48192,490005549N,CONIFER GARDENS,532964.0,195151.0,7.0,UR04,0.0,-0.07994550679605708,51.63945360817628
10914,55466,490005549S,CONIFER GARDENS,532967.0,195058.0,191.0,UR04,0.0,-0.07993748141313027,51.63861718329312
